dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D748,The final cost was lower than the pre-authorization hold. I am waiting for the difference.,REFUND_PENDING,90,15,748,"(615.7, 820.6]"
D749,My account is still showing this debit for a returned item.,REFUND_PENDING,59,11,749,"(615.7, 820.6]"
D750,This company is giving me the runaround about returning my money.,REFUND_PENDING,65,11,750,"(615.7, 820.6]"
D751,I cancelled the order within the 30-minute window.,REFUND_PENDING,50,8,751,"(615.7, 820.6]"
D752,The gift I bought was returned by the recipient.,REFUND_PENDING,48,9,752,"(615.7, 820.6]"
D753,The subscription renewal was processed after I had already cancelled it.,REFUND_PENDING,72,11,753,"(615.7, 820.6]"
D754,"The plumber couldn't fix the issue, but charged me anyway. He said he would refund it.",REFUND_PENDING,86,16,754,"(615.7, 820.6]"
D755,My account was debited for a book that was never dispatched.,REFUND_PENDING,60,11,755,"(615.7, 820.6]"
D756,The course was not what was advertised. I have withdrawn and requested my fee back.,REFUND_PENDING,83,15,756,"(615.7, 820.6]"
D757,This is the charge for a deposit on a venue which has now been cancelled.,REFUND_PENDING,73,15,757,"(615.7, 820.6]"
D758,I have a receipt for the return of this item.,REFUND_PENDING,45,10,758,"(615.7, 820.6]"
D759,The item was damaged in transit and I have sent it back.,REFUND_PENDING,56,12,759,"(615.7, 820.6]"
D760,The hotel changed my booking and promised a partial credit for the inconvenience.,REFUND_PENDING,81,13,760,"(615.7, 820.6]"
D761,The merchant and I have agreed to cancel this transaction.,REFUND_PENDING,58,10,761,"(615.7, 820.6]"
D762,I'm still in discussion with the seller about the poor quality of the goods. They mentioned a refund.,REFUND_PENDING,101,18,762,"(615.7, 820.6]"
D763,This transaction relates to a service that was not performed to a satisfactory standard.,REFUND_PENDING,88,14,763,"(615.7, 820.6]"
D764,The company has issued a 'refund pending' status on my account for over a month.,REFUND_PENDING,80,15,764,"(615.7, 820.6]"
D765,"The service was discontinued by the provider, and my account needs to be credited.",REFUND_PENDING,82,14,765,"(615.7, 820.6]"
D766,This was a pre-payment for a job that was never started.,REFUND_PENDING,56,11,766,"(615.7, 820.6]"
D767,I have an open ticket with the merchant's support team regarding this charge.,REFUND_PENDING,77,13,767,"(615.7, 820.6]"
D768,"The resolution for my complaint was a credit to my account, which has not been applied.",REFUND_PENDING,87,16,768,"(615.7, 820.6]"
D769,The item was not authentic. I have returned it and am expecting my money back.,REFUND_PENDING,78,15,769,"(615.7, 820.6]"
D770,The provider is in breach of contract. I have terminated the agreement.,REFUND_PENDING,71,12,770,"(615.7, 820.6]"
D771,This transaction was for a deposit on an apartment I did not end up renting.,REFUND_PENDING,76,15,771,"(615.7, 820.6]"
D772,I've reached out to the merchant multiple times about this issue.,REFUND_PENDING,65,11,772,"(615.7, 820.6]"
D773,This charge is for a custom order that the merchant was unable to fulfill.,REFUND_PENDING,74,14,773,"(615.7, 820.6]"
D774,"My return shipment seems to be lost, but the insurance should cover a refund.",REFUND_PENDING,77,14,774,"(615.7, 820.6]"
D775,The company's insolvency administrator said they would be processing refunds.,REFUND_PENDING,77,10,775,"(615.7, 820.6]"
D776,The goods were not fit for purpose and I have since disposed of them as instructed.,REFUND_PENDING,83,16,776,"(615.7, 820.6]"
D777,This charge is for a service contract that I have cancelled due to non-performance.,REFUND_PENDING,83,14,777,"(615.7, 820.6]"
D778,I'm escalating this issue as the merchant is not complying with their own refund policy.,REFUND_PENDING,88,15,778,"(615.7, 820.6]"
D779,The 'money-back guarantee' has not been honoured by the seller.,REFUND_PENDING,63,10,779,"(615.7, 820.6]"
D780,I have written proof from the seller that this charge would be reversed.,REFUND_PENDING,72,13,780,"(615.7, 820.6]"
D781,This payment was for a holiday package that has now been cancelled by the operator.,REFUND_PENDING,83,15,781,"(615.7, 820.6]"
D782,The digital product key was invalid. The seller promised to sort it out.,REFUND_PENDING,72,13,782,"(615.7, 820.6]"
D783,"The chargeback I initiated was closed, but the merchant had already agreed to refund me separately.",REFUND_PENDING,99,16,783,"(615.7, 820.6]"
D784,This charge is for an annual fee for a card I have already cancelled.,REFUND_PENDING,69,14,784,"(615.7, 820.6]"
D785,The business has closed down and I need to get my money back for the undelivered goods.,REFUND_PENDING,87,17,785,"(615.7, 820.6]"
D786,The agreed-upon discount was not applied to the transaction. I was told the difference would be credited.,REFUND_PENDING,105,17,786,"(615.7, 820.6]"
D787,This was a holding deposit for an item that I decided not to purchase in the end.,REFUND_PENDING,81,17,787,"(615.7, 820.6]"
D788,The terms of sale stated a refund would be provided if the item was not as described. It wasn't.,REFUND_PENDING,96,19,788,"(615.7, 820.6]"
D789,"My account was credited, but then the credit was inexplicably reversed.",REFUND_PENDING,71,11,789,"(615.7, 820.6]"
D790,The seller has stopped replying to my emails after I returned the defective item.,REFUND_PENDING,81,14,790,"(615.7, 820.6]"
D791,I was charged a cancellation fee that should have been waived.,REFUND_PENDING,62,11,791,"(615.7, 820.6]"
D792,The item was part of a buy-one-get-one-free offer. I returned the paid item.,REFUND_PENDING,76,13,792,"(615.7, 820.6]"
D793,This charge relates to an ongoing dispute that I have with the service provider.,REFUND_PENDING,80,14,793,"(615.7, 820.6]"
D794,"The repair was unsuccessful, and the shop's policy is to not charge for that.",REFUND_PENDING,77,14,794,"(615.7, 820.6]"
D795,The legal proceedings concluded that I am owed this amount back from the merchant.,REFUND_PENDING,82,14,795,"(615.7, 820.6]"
D796,I have been trying to resolve this with the merchant for a very long time.,REFUND_PENDING,74,15,796,"(615.7, 820.6]"
D797,The item arrived with parts missing. The seller offered a partial credit.,REFUND_PENDING,73,12,797,"(615.7, 820.6]"
D798,This was a goodwill gesture promised by a manager that has not materialized.,REFUND_PENDING,76,13,798,"(615.7, 820.6]"
D799,I am invoking my statutory rights to a refund for this faulty product.,REFUND_PENDING,70,13,799,"(615.7, 820.6]"
D800,The difference between the estimated cost and the final cost is supposed to be returned.,REFUND_PENDING,88,15,800,"(615.7, 820.6]"
D801,This was for a class that was cancelled due to low enrollment.,REFUND_PENDING,62,12,801,"(615.7, 820.6]"
D802,The credit adjustment promised for the billing error has not appeared.,REFUND_PENDING,70,11,802,"(615.7, 820.6]"
D803,"I cancelled this order but was persuaded to accept a voucher, which I do not want.",REFUND_PENDING,82,16,803,"(615.7, 820.6]"
D804,The project was abandoned and the contractor agreed to return my initial payment.,REFUND_PENDING,81,13,804,"(615.7, 820.6]"
D805,This amount should have been returned to my account automatically.,REFUND_PENDING,66,10,805,"(615.7, 820.6]"
D806,I'm dissatisfied with the outcome of my complaint to the merchant.,REFUND_PENDING,66,11,806,"(615.7, 820.6]"
D807,The item is not compatible with my other devices as was advertised.,REFUND_PENDING,67,12,807,"(615.7, 820.6]"
D808,I am still waiting for the pro-rated credit after downgrading my plan.,REFUND_PENDING,70,12,808,"(615.7, 820.6]"
D809,This fee should have been refunded as I met the waiver conditions.,REFUND_PENDING,66,12,809,"(615.7, 820.6]"
D810,The merchant's system for processing returns seems to be broken.,REFUND_PENDING,64,10,810,"(615.7, 820.6]"
D811,I have a reference number for my refund request.,REFUND_PENDING,48,9,811,"(615.7, 820.6]"
D812,The trader is legally obligated to return my money in this situation.,REFUND_PENDING,69,12,812,"(615.7, 820.6]"
D813,My complaint to the ombudsman resulted in a decision that I should be refunded.,REFUND_PENDING,79,14,813,"(615.7, 820.6]"
D814,"The price dropped right after I bought the item, and I was promised a price adjustment credit.",REFUND_PENDING,94,17,814,"(615.7, 820.6]"
D815,The service did not deliver the promised results.,REFUND_PENDING,49,8,815,"(615.7, 820.6]"
D816,I'm stuck in a loop with customer service about this payment.,REFUND_PENDING,61,11,816,"(615.7, 820.6]"
D817,This charge is associated with a returned item that seems to have been misplaced by the merchant.,REFUND_PENDING,97,17,817,"(615.7, 820.6]"
D818,The seller's return portal has been down for weeks.,REFUND_PENDING,51,9,818,"(615.7, 820.6]"
D819,This was a deposit for a product that is now on backorder indefinitely.,REFUND_PENDING,71,13,819,"(615.7, 820.6]"
D820,The promised cashback on this purchase was never applied.,REFUND_PENDING,57,9,820,"(615.7, 820.6]"
D821,The amount charged is incorrect. It should have been for a lower amount.,OTHERS,72,13,821,"(820.6, 1025.5]"
D822,"I was charged in the wrong currency, leading to a higher bill.",OTHERS,62,12,822,"(820.6, 1025.5]"
D823,The ATM dispensed less cash than the amount I requested and was debited for.,OTHERS,76,14,823,"(820.6, 1025.5]"
D824,My NEFT transfer was credited to the wrong beneficiary account.,OTHERS,63,10,824,"(820.6, 1025.5]"
D825,"I don't recognize the merchant's name on my statement, but the amount looks familiar.",OTHERS,85,14,825,"(820.6, 1025.5]"
D826,The cashier charged me for an item I did not purchase.,OTHERS,54,11,826,"(820.6, 1025.5]"
D827,"This is a payment I made to my credit card, but it's not reflecting on my bill.",OTHERS,79,17,827,"(820.6, 1025.5]"
D828,The tip amount added to the restaurant bill is wrong.,OTHERS,53,10,828,"(820.6, 1025.5]"
D829,Can you provide more details about this transaction? The description is too vague.,OTHERS,82,13,829,"(820.6, 1025.5]"
D830,The ATM captured my card. This charge is related to that incident.,OTHERS,66,12,830,"(820.6, 1025.5]"
D831,My payment was sent to the wrong person's phone number by mistake.,OTHERS,66,12,831,"(820.6, 1025.5]"
D832,"This is a recurring payment for a service, but the amount has suddenly increased without notice.",OTHERS,96,16,832,"(820.6, 1025.5]"
D833,I was charged a cash advance fee for a transaction that was not a cash advance.,OTHERS,79,16,833,"(820.6, 1025.5]"
D834,I was billed for a higher subscription tier than the one I signed up for.,OTHERS,73,15,834,"(820.6, 1025.5]"
D835,The discount that was promised at checkout was not applied to the final charge.,OTHERS,79,14,835,"(820.6, 1025.5]"
D836,"This transaction should have been processed as a credit, not a debit.",OTHERS,69,12,836,"(820.6, 1025.5]"
D837,The tax calculated on this purchase is incorrect.,OTHERS,49,8,837,"(820.6, 1025.5]"
D838,The hotel charged me for mini-bar items that I did not consume.,OTHERS,63,12,838,"(820.6, 1025.5]"
D839,I need a copy of the charge slip for this transaction for my records.,OTHERS,69,14,839,"(820.6, 1025.5]"
D840,The final amount is different from the pre-authorization amount.,OTHERS,64,9,840,"(820.6, 1025.5]"
D841,I am being charged for a service that was supposed to be free.,OTHERS,62,13,841,"(820.6, 1025.5]"
D842,This payment was meant for a different biller.,OTHERS,46,8,842,"(820.6, 1025.5]"
D843,"The merchant charged me for 10 items, but I only bought 2.",OTHERS,58,12,843,"(820.6, 1025.5]"
D844,This is a credit from a merchant that has not been applied to my account balance.,OTHERS,81,16,844,"(820.6, 1025.5]"
D845,My automatic payment was for the wrong amount this month.,OTHERS,57,10,845,"(820.6, 1025.5]"
D846,I have a query about the exchange rate used for this international transaction.,OTHERS,79,13,846,"(820.6, 1025.5]"
D847,The rental car company has billed me for extra mileage I did not incur.,OTHERS,71,14,847,"(820.6, 1025.5]"
D848,"I cancelled this in-app purchase immediately, but the charge remains.",OTHERS,69,10,848,"(820.6, 1025.5]"
D849,The payment was made to my old account number which is now closed.,OTHERS,66,13,849,"(820.6, 1025.5]"
D850,"I am being billed for a subscription that belongs to a family member, not me.",OTHERS,77,15,850,"(820.6, 1025.5]"
D851,"The ATM did not dispense a receipt, and I think the charge is wrong.",OTHERS,68,14,851,"(820.6, 1025.5]"
D852,I'm inquiring about a 'service fee' that was added to my bill. What is it for?,OTHERS,78,16,852,"(820.6, 1025.5]"
D853,The amount debited from my account does not match my receipt.,OTHERS,61,11,853,"(820.6, 1025.5]"
D854,"This charge is from a merchant I use, but I don't remember making this specific purchase.",OTHERS,89,16,854,"(820.6, 1025.5]"
D855,The airline has charged me for baggage that should have been included in my fare.,OTHERS,81,15,855,"(820.6, 1025.5]"
D856,"I topped up my travel card, but the balance has not been updated.",OTHERS,65,13,856,"(820.6, 1025.5]"
D857,"I paid this bill via another method, so this automatic debit should not have happened.",OTHERS,86,15,857,"(820.6, 1025.5]"
D858,This transaction has been posted with the wrong date.,OTHERS,53,9,858,"(820.6, 1025.5]"
D859,The merchant is billing me for a period after my contract had expired.,OTHERS,70,13,859,"(820.6, 1025.5]"
D860,"I made a payment to clear my balance, but I am still being charged interest.",OTHERS,76,15,860,"(820.6, 1025.5]"
D861,The amount was debited from my account but the recipient's name is wrong.,OTHERS,73,13,861,"(820.6, 1025.5]"
D862,I have a question about the breakdown of charges for this hotel stay.,OTHERS,69,13,862,"(820.6, 1025.5]"
D863,The loyalty points I used for this purchase were not applied correctly.,OTHERS,71,12,863,"(820.6, 1025.5]"
D864,This payment was applied to the wrong invoice by the merchant.,OTHERS,62,11,864,"(820.6, 1025.5]"
D865,"I was charged for a full month of service, but I only signed up mid-month.",OTHERS,74,15,865,"(820.6, 1025.5]"
D866,"This transaction is coded incorrectly, affecting my expense report.",OTHERS,67,9,866,"(820.6, 1025.5]"
D867,"The currency of this transaction is wrong. It should be in EUR, not GBP.",OTHERS,72,14,867,"(820.6, 1025.5]"
